,NMP_corr,NMP_pval,NMP_qval,NMP_ci_low,NMP_ci_high,gene_annotation
ENSMUSG00000008301,0.42999810393659643,0.0,0.0,0.4246359134948357,0.4353301282807421,Phax
ENSMUSG00000067847,0.42961096234014967,0.0,0.0,0.42424659628059613,0.43494517715690834,Romo1
ENSMUSG00000039221,0.42943984552616066,0.0,0.0,0.42407451847422084,0.43477502791174294,Rpl22l1
ENSMUSG00000019432,0.4285546722633682,0.0,0.0,0.42318438026195965,0.4338948537214066,Ddx39b
ENSMUSG00000059070,0.42851193870396787,0.0,0.0,0.423141407271733,0.43385236124458054,Rpl18
ENSMUSG00000033883,0.4279944980308143,0.0,0.0,0.42262106936024546,0.4333378378420613,D3Ertd254e
ENSMUSG00000051786,0.42785732362660084,0.0,0.0,0.42248312748724254,0.43320143622716045,Tubgcp6
ENSMUSG00000032178,0.4277796127460305,0.0,0.0,0.4224049819372276,0.4331241630320171,Ilf3
ENSMUSG00000036398,0.42715322619217827,0.0,0.0,0.4217750946590596,0.4325013015614219,Ppp1r11
ENSMUSG00000031819,0.42674319979039843,0.0,0.0,0.4213627795291607,0.4320935798797579,Emc8
ENSMUSG00000032103,0.4261389275548103,0.0,0.0,0.4207551383582881,0.43149270021501945,Pus3
ENSMUSG00000033307,0.42512281502379856,0.0,0.0,0.4197333716937988,0.430482281742915,Mif
ENSMUSG00000049489,0.4237009035207731,0.0,0.0,0.4183035709303068,0.42906831575097104,Fam58b
