,Extra-Embryonic ectoderm_2_corr,Extra-Embryonic ectoderm_2_pval,Extra-Embryonic ectoderm_2_qval,Extra-Embryonic ectoderm_2_ci_low,Extra-Embryonic ectoderm_2_ci_high,gene_annotation
ENSMUSG00000061111,0.17885715653638962,1.454948748222307e-193,3.826798390905595e-193,0.16727480685008564,0.19039014397658544,Fam195b
ENSMUSG00000021287,0.1788323210292128,1.6488737860459092e-193,4.3357186064841155e-193,0.1672498684938732,0.19036541771985038,Xrcc3
ENSMUSG00000053310,0.17880335572249118,1.9078873232064026e-193,5.015476664580448e-193,0.1672207832544744,0.19033657981191526,Nrgn
ENSMUSG00000043664,0.17877625317925458,2.186920052106483e-193,5.7474902814887855e-193,0.16719356850970737,0.19030959645640405,Tmem221
ENSMUSG00000033059,0.17865006586668258,4.127702074507808e-193,1.0845249801649522e-192,0.16706685902802412,0.19018396384307537,Pygb
ENSMUSG00000045392,0.1786427146267812,4.283249590082593e-193,1.1250983950834235e-192,0.1670594773801362,0.1901766449064044,Olfr1033
ENSMUSG00000031756,0.17861005799315047,5.048134408315832e-193,1.3256655484022667e-192,0.16702668567989165,0.19014413175888595,Cenpn
ENSMUSG00000034566,0.17860265100015366,5.239789622579485e-193,1.3756339255918836e-192,0.16701924805541452,0.19013675730707785,Atp5h
ENSMUSG00000051177,0.17856613217269046,6.29636995143548e-193,1.6525905384345092e-192,0.16698257822429943,0.19010039889898017,Plcb1
ENSMUSG00000043659,0.17855150007708553,6.777187262394568e-193,1.778322556387974e-192,0.1669678856346524,0.19008583107015065,Npsr1
ENSMUSG00000042961,0.1784601882961,1.0725742550862214e-192,2.812940611293526e-192,0.16687619645604607,0.18999492023205364,Egflam
ENSMUSG00000041471,0.17841768793800847,1.327970731685449e-192,3.481832018053091e-192,0.16683352050949518,0.1899526064222512,Fam35a
ENSMUSG00000052572,0.1784088917760382,1.3879824705843204e-192,3.638224038228887e-192,0.16682468801196917,0.18994384886422613,Dlg2
ENSMUSG00000024593,0.17838631934337143,1.5546696132974006e-192,4.074081795852727e-192,0.1668020223446554,0.18992137548738366,Megf10
ENSMUSG00000030283,0.17837701666653946,1.6290523040270718e-192,4.267886570676112e-192,0.16679268124700333,0.18991211363047308,St8sia1
ENSMUSG00000030403,0.17836943887719908,1.6922622850227563e-192,4.432326571563008e-192,0.16678507216230684,0.18990456909077205,Vasp
ENSMUSG00000021662,0.17834089276218634,1.9531724261337094e-192,5.114355658899474e-192,0.166756408167671,0.18987614821747503,Arhgef28
ENSMUSG00000034683,0.17831225315042462,2.2553117685144705e-192,5.903957509200185e-192,0.16672765030987347,0.18984763423820455,Ppp1r1c
ENSMUSG00000030677,0.1782657603797849,2.8483215897807674e-192,7.45438782983713e-192,0.1666809656237871,0.18980134537451587,Kif22
ENSMUSG00000020950,0.17826356105876223,2.8799448068387398e-192,7.53517741192763e-192,0.16667875722557132,0.18979915569795577,Foxg1
ENSMUSG00000051977,0.1782123768196742,3.723592760312356e-192,9.737428766507208e-192,0.16662736176810325,0.1897481958795812,Prdm9
ENSMUSG00000048458,0.17813921451969575,5.375148176406428e-192,1.404166190283811e-191,0.1665538976637357,0.18967535425667736,Fam212b
ENSMUSG00000079559,0.17809057429582806,6.86030212835197e-192,1.791669398890564e-191,0.16650505686354072,0.18962692715709792,Gm684
ENSMUSG00000039483,0.1780694006907406,7.628792694834209e-192,1.9918518785467908e-191,0.1664837959632114,0.1896058463097379,Asb6
ENSMUSG00000006930,0.17800922191179291,1.0315318774007991e-191,2.6925916925105695e-191,0.16642336913601477,0.18954593110504414,Hap1
ENSMUSG00000055137,0.17800199558878377,1.0695799313115327e-191,2.7911793614601584e-191,0.16641611303299628,0.18953873642649544,Sugct
ENSMUSG00000078670,0.17796216264816556,1.305903205164199e-191,3.4070002743652464e-191,0.1663761159615194,0.1894990778942492,Fam174b
ENSMUSG00000031503,0.17794580788355618,1.4174299032168516e-191,3.697000269214532e-191,0.1663596938184603,0.1894827947280111,Col4a2
ENSMUSG00000019256,0.1779067156765545,1.7240829433781783e-191,4.495653046618457e-191,0.1663204405852093,0.18944387363431553,Ahr
ENSMUSG00000019880,0.17787780881200366,1.9926934007058884e-191,5.1947168944366225e-191,0.16629141467287006,0.1894150932767604,Rspo3
ENSMUSG00000037771,0.17781428006053834,2.7390396696015656e-191,7.136632802505382e-191,0.16622762436007463,0.18935184248065326,Slc32a1
ENSMUSG00000036586,0.177781561824652,3.226493144498898e-191,8.404514572802547e-191,0.16619477145411202,0.18931926735848623,Grifin
ENSMUSG00000041578,0.17772706878313504,4.238108471345812e-191,1.1036740810796386e-190,0.16614005417330574,0.18926501262008016,Crx
ENSMUSG00000032128,0.17772530077646562,4.275768598498343e-191,1.1131915122359654e-190,0.16613827889247015,0.1892632523438875,Robo3
ENSMUSG00000085806,0.17766657094267993,5.736127144302413e-191,1.492617003461466e-190,0.166079307467346,0.18920477925975548,Gm12023
ENSMUSG00000027596,0.177644761608377,6.397246792442177e-191,1.664216127066123e-190,0.16605740843915917,0.1891830652486464,a
ENSMUSG00000024457,0.17763489791187426,6.720738549235516e-191,1.7479163977205502e-190,0.16604750418060266,0.18917324466021002,Trim26
ENSMUSG00000044594,0.1776192563117814,7.267546627554564e-191,1.8891465109317817e-190,0.16603179826302528,0.18915767141506465,Serpinb3a
ENSMUSG00000012296,0.17758955147288832,8.431262745195898e-191,2.1910765969843813e-190,0.16600197129548966,0.18912809637253258,Tjap1
ENSMUSG00000096972,0.17756643316636977,9.464256579050612e-191,2.4588871340739445e-190,0.16597875795490644,0.1891050790677992,Gm26883
ENSMUSG00000008874,0.17755089817790637,1.0228494096297762e-190,2.656751713324094e-190,0.1659631591128767,0.18908961194316884,Clec3a
ENSMUSG00000045613,0.17752315199237687,1.175001563547516e-190,3.0511596041223473e-190,0.16593529889644407,0.18906198695124105,Chrm2
ENSMUSG00000048285,0.17746259993458682,1.5901540904610387e-190,4.128125883855241e-190,0.16587449804684967,0.18900169931762595,Frmd6
ENSMUSG00000086254,0.17740741075128355,2.0948838699189826e-190,5.437020165894064e-190,0.16581908218306485,0.1889467510636424,3100003L05Rik
ENSMUSG00000011382,0.17732828865158426,3.109764056044689e-190,8.068925936805108e-190,0.16573963523004437,0.18886797424675614,Dhdh
ENSMUSG00000010136,0.1773099870150212,3.407224028688187e-190,8.83845403031955e-190,0.16572125847347624,0.18884975245598953,Pifo
ENSMUSG00000024365,0.17726052324966957,4.3611720961803833e-190,1.130716125532897e-189,0.16567159172183507,0.18880050444981433,Cyp21a1
ENSMUSG00000002297,0.17722758793303017,5.140031314344657e-190,1.3323046434278531e-189,0.16563852127991857,0.18876771276365628,Dbf4
ENSMUSG00000035104,0.17711792399068454,8.881295273732978e-190,2.301449928409686e-189,0.16552840760201806,0.18865852687881215,Eva1a
ENSMUSG00000032846,0.1770823753013538,1.060311772653624e-189,2.7462102373831233e-189,0.16549271318832143,0.18862313309547815,Zswim6
ENSMUSG00000039059,0.17707459510031381,1.102235137385115e-189,2.853313842570839e-189,0.16548490109803565,0.18861538679323062,Hrh3
ENSMUSG00000027901,0.17706994395999648,1.1280841947556076e-189,2.9194725537153406e-189,0.16548023089446384,0.18861075591751866,Dennd2d
ENSMUSG00000038402,0.1770694912588125,1.1306322218227827e-189,2.9253097589205243e-189,0.1654797763378577,0.18861030518868613,Foxf2
ENSMUSG00000022324,0.17696387019833396,1.9136274941393855e-189,4.9486100184623365e-189,0.16537372251791466,0.18850514417049233,Matn2
ENSMUSG00000020695,0.17694590698627824,2.0927162097231256e-189,5.410331462572714e-189,0.16535568573215084,0.18848725917253156,Mrc2
ENSMUSG00000028150,0.17693703204057673,2.1872807527682196e-189,5.653349063758644e-189,0.16534677443931609,0.18847842286663943,Rorc
ENSMUSG00000040265,0.17692339952144312,2.340917362695574e-189,6.04888207414877e-189,0.16533308609220443,0.18846484969723662,Dnm3
ENSMUSG00000038777,0.17691659501383245,2.421589488978839e-189,6.255720715522705e-189,0.1653262537204021,0.1884580748116791,Sema6c
ENSMUSG00000027221,0.1768919238468321,2.7380770370846908e-189,7.071479951148479e-189,0.16530148153527022,0.18843351103642253,Chst1
ENSMUSG00000097313,0.17684491063665658,3.4600110421488124e-189,8.931365622480155e-189,0.1652542758661094,0.18838670243125474,Gm26569
ENSMUSG00000033066,0.17679115925264913,4.5210554265349874e-189,1.166723981041287e-188,0.16520030450397977,0.18833318491304124,Gas7
ENSMUSG00000047747,0.17675184389350296,5.497689318521184e-189,1.4183924970384891e-188,0.1651608282902576,0.18829404056688,Rnf150
ENSMUSG00000036523,0.1767264574729827,6.237583535970301e-189,1.6088685932345373e-188,0.16513533802365324,0.18826876455210417,Greb1
ENSMUSG00000025432,0.17669849532051696,7.168138921619915e-189,1.8484112742702205e-188,0.16510726150669588,0.18824092398956566,Avil
ENSMUSG00000008658,0.1766724084007771,8.160883248915158e-189,2.1038626576218505e-188,0.16508106790905758,0.18821495048881173,Rbfox1
ENSMUSG00000024190,0.17663974641276023,9.599598646930444e-189,2.4741233626109393e-188,0.1650482723786024,0.1881824304836655,Dusp1
ENSMUSG00000086653,0.17660460352698815,1.1431661847521674e-188,2.945545438681184e-188,0.16501298583557225,0.18814744033705144,9130015L21Rik
ENSMUSG00000030093,0.17657809452827528,1.3041228557231594e-188,3.3585445679195457e-188,0.16498636849288087,0.18812104653322714,Wnt7a
ENSMUSG00000038206,0.17655017149807908,1.4981979782313366e-188,3.857358337361835e-188,0.16495833135772844,0.18809324482456502,Fbxo8
ENSMUSG00000032735,0.17652387462394153,1.7072677759679152e-188,4.394511649853063e-188,0.16493192704090467,0.18806706218963432,Ablim3
ENSMUSG00000028822,0.17652201852713162,1.7230806667106295e-188,4.4340727398626597e-188,0.1649300633611586,0.1880652141554833,Tmem50a
ENSMUSG00000064246,0.17648347843979573,2.0865743403259812e-188,5.3680842303215365e-188,0.16489136584005853,0.18802684146313295,Chil1
ENSMUSG00000041423,0.17648232167857186,2.098594889069303e-188,5.397620599458084e-188,0.16489020435409155,0.18802568972564015,Paqr6
ENSMUSG00000019892,0.17646277537891017,2.3124949213336004e-188,5.946245619268708e-188,0.1648705782232432,0.18800622830935626,Lrriq1
ENSMUSG00000078521,0.17642428035576263,2.799507673916171e-188,7.196677824977303e-188,0.16483192600519078,0.18796790043137565,Aunip
ENSMUSG00000085022,0.17636964409884343,3.671569140369028e-188,9.436055359468074e-188,0.16477706670156764,0.18791350134440496,Gm5860
ENSMUSG00000064179,0.17632187822988626,4.653503741519046e-188,1.1953515904235926e-187,0.16472910589229656,0.1878659427637774,Tnnt1
ENSMUSG00000030399,0.17629881842369272,5.2174670928448137e-188,1.3398734188096594e-187,0.164705951994888,0.18784298301026514,Ckm
ENSMUSG00000107396,0.1762938469474248,5.3477273836236185e-188,1.3729723706350753e-187,0.16470096023511757,0.1878380331027565,4930425L21Rik
ENSMUSG00000042462,0.1762553646469717,6.4722705794763e-188,1.6612604156766684e-187,0.16466232094790176,0.18779971773800044,Dctpp1
ENSMUSG00000022449,0.17621340389697024,7.969186721207762e-188,2.0449542522986302e-187,0.16462018906151488,0.1877579389731206,Adamts20
ENSMUSG00000040113,0.17620097311851,8.47574122087103e-188,2.1743820474271498e-187,0.16460770759240542,0.18774556209932533,Mettl11b
ENSMUSG00000026873,0.17615884376036425,1.0444020936149094e-187,2.6786409171964847e-187,0.16456540646535092,0.18770361540310904,Phf19
ENSMUSG00000046961,0.17613631944080665,1.167737498718419e-187,2.994198714662613e-187,0.16454279032761931,0.1876811887258617,Gpr156
ENSMUSG00000057751,0.17612587882109842,1.2297407195846829e-187,3.152373031491112e-187,0.16453230715188616,0.18767079336187192,Megf6
ENSMUSG00000028681,0.17611437920271497,1.3018447273402246e-187,3.33635245346034e-187,0.16452076066402424,0.18765934358653008,Ptch2
ENSMUSG00000051527,0.1760780760011734,1.5583583179756789e-187,3.9927192364224417e-187,0.16448430952084486,0.18762319771414365,Usp29
ENSMUSG00000040412,0.1760660242947571,1.6542201675425988e-187,4.237244281615263e-187,0.16447220870870366,0.18761119822994848,5330417C22Rik
ENSMUSG00000045655,0.1760503536030069,1.7877290352890532e-187,4.5780513067581385e-187,0.16445647417057738,0.187595595436983,Fam216b
ENSMUSG00000020471,0.17604439171910605,1.8413024396024318e-187,4.714035943682621e-187,0.16445048799799752,0.18758965938351152,Pold2
ENSMUSG00000027583,0.17593868793084305,3.1074608430644726e-187,7.95357267229197e-187,0.16434435371493994,0.18748441342694647,Zbtb46
ENSMUSG00000000320,0.17592611644973305,3.3069420396394473e-187,8.461980654143929e-187,0.16433173105241902,0.18747189637868258,Alox12
ENSMUSG00000056383,0.1759168302322438,3.4624608517765807e-187,8.857663985102534e-187,0.1643224070310263,0.18746265036687576,AI987944
ENSMUSG00000032014,0.17590127267807815,3.7395487336574105e-187,9.564063257435833e-187,0.16430678614718325,0.18744716016623741,Oaf
ENSMUSG00000024552,0.17589793067701764,3.801902586997259e-187,9.721049826124416e-187,0.16430343054269628,0.1874438326329975,Slc14a2
ENSMUSG00000059623,0.17587263820728552,4.308721339290856e-187,1.1011299103733342e-186,0.1642780351300959,0.18741864964803054,Olfr39
ENSMUSG00000044145,0.17579192078058462,6.422943768528737e-187,1.6410178253778068e-186,0.16419698927823403,0.18733828152533877,1810024B03Rik
ENSMUSG00000107355,0.17577466029117753,6.995189256449483e-187,1.7867660936014003e-186,0.16417965857921596,0.18732109571049746,AI839979
ENSMUSG00000091043,0.17573144477076447,8.661310987893707e-187,2.211775022444767e-186,0.1641362673046351,0.18727806712366443,Glyatl3
ENSMUSG00000095139,0.17569863110269593,1.0186345850126545e-186,2.600547830004224e-186,0.16410332021589583,0.18724539536520124,Pou3f2
ENSMUSG00000027071,0.17565211108116197,1.2818865553854212e-186,3.2717880433522747e-186,0.16405661108787042,0.18719907648549752,P2rx3
ENSMUSG00000006270,0.1756255621991783,1.4615383548121073e-186,3.7293655391990486e-186,0.16402995430650005,0.18717264237173553,Vax1
ENSMUSG00000027416,0.1756238917336712,1.4736484407586302e-186,3.7593072468332404e-186,0.16402827705248982,0.18717097912692834,Otor
ENSMUSG00000105053,0.1754756562679257,3.063786677255325e-186,7.81179672936085e-186,0.16387943944860336,0.18702338415537237,Gm43064
ENSMUSG00000079700,0.17544944022414638,3.4869357440178854e-186,8.888441865964531e-186,0.1638531169691915,0.186997281331335,Fpr3
ENSMUSG00000029212,0.1754460603546337,3.5455769552766077e-186,9.035619152081058e-186,0.16384972337880432,0.18699391605734433,Gabrb1
ENSMUSG00000028944,0.17535827859737912,5.466986842721764e-186,1.3928628898654176e-185,0.16376158535999874,0.18690651327913166,Prkag2
ENSMUSG00000061455,0.17528076195766318,8.011849318816982e-186,2.0401959049699473e-185,0.16368375427355727,0.18682933114899128,Stx17
ENSMUSG00000097125,0.17526667139673965,8.588079657939847e-186,2.1863746583349917e-185,0.16366960656969326,0.18681530137811952,Gm26885
ENSMUSG00000041147,0.17519651669634942,1.2134875521064568e-185,3.086969097192716e-185,0.16359916743453404,0.18674544927178113,Brca2
ENSMUSG00000022931,0.1751948165084859,1.223694813634535e-185,3.1121434731295395e-185,0.1635974603549073,0.18674375641578642,Krtap15
ENSMUSG00000048939,0.17514774214046433,1.5430509040484668e-185,3.923343259721503e-185,0.16355019519708583,0.18669688502344042,Atp13a5
ENSMUSG00000020871,0.17508348916065206,2.1173403697640114e-185,5.382156506771762e-185,0.16348568188944468,0.18663290900533427,Dlx4
ENSMUSG00000097960,0.17507374495006592,2.221389589249399e-185,5.645208613086147e-185,0.16347589820780772,0.1866232067884981,A330074K22Rik
ENSMUSG00000072082,0.1750695834450752,2.2673681700830027e-185,5.7605898630157586e-185,0.16347171984642833,0.18661906321728552,Ccnf
ENSMUSG00000049436,0.1750613906821422,2.36068225327186e-185,5.996144915600357e-185,0.1634634938995062,0.18661090575941547,Upk1b
ENSMUSG00000046748,0.175054867657832,2.437713258591884e-185,6.190231738425302e-185,0.16345694445547387,0.18660441084362694,Tmem45a2
ENSMUSG00000094763,0.1749978909899726,3.226746625129684e-185,8.191791381390414e-185,0.16339973706270058,0.1865476796523821,Gm1647
ENSMUSG00000027490,0.17492088035504194,4.713024189482023e-185,1.195592133303405e-184,0.1633224147000012,0.18647100068541425,E2f1
ENSMUSG00000046886,0.17490996450176302,4.9729635347977555e-185,1.2612131713917717e-184,0.16331145467247724,0.18646013183294177,Zfp474
ENSMUSG00000074305,0.17489646187810853,5.314395712287538e-185,1.347463415894406e-184,0.16329789741040335,0.1864466873441383,Peak1
ENSMUSG00000032942,0.17486922807702598,6.075918383185177e-185,1.5401567511242529e-184,0.16327055342096547,0.18641957078362284,Ucp3
ENSMUSG00000032489,0.1748508935167828,6.649056794954177e-185,1.6850118588327869e-184,0.16325214468886134,0.18640131514311267,Kif9
ENSMUSG00000040274,0.17484208802089676,6.943205753684156e-185,1.7591096411664952e-184,0.163243303573502,0.18639254754698506,Cdk6
ENSMUSG00000038215,0.1748392550164221,7.040578828845344e-185,1.783327970832154e-184,0.1632404591095206,0.18638972673566137,Cep44
ENSMUSG00000096976,0.17483092059036573,7.33502088741425e-185,1.8574375506240189e-184,0.16323209097181812,0.18638142817957554,Gm26882
ENSMUSG00000039740,0.1747951504736001,8.744919203960807e-185,2.2139035959394446e-184,0.1631961761886346,0.18634581199267133,Alg2
ENSMUSG00000034792,0.17472975144238798,1.2059021568775185e-184,3.0521441581308995e-184,0.1631305127411621,0.1862806943151987,Gna15
ENSMUSG00000033768,0.1747046821242335,1.3639328995229294e-184,3.4512472153920277e-184,0.16310534209194144,0.18625573282106928,Nrxn2
ENSMUSG00000022212,0.17466536051623416,1.6544816254051522e-184,4.1853823056037244e-184,0.16306586157503486,0.18621658030666047,Cpne6
ENSMUSG00000053420,0.17466445325845076,1.6618690309387398e-184,4.203007159683207e-184,0.1630649506512238,0.18621567694989888,Gm4792
ENSMUSG00000024043,0.17465796506039524,1.7156686418519135e-184,4.337973809992196e-184,0.1630584362363741,0.18620921664919082,Arhgap28
ENSMUSG00000022015,0.17464467063136022,1.8313997315961935e-184,4.6294229817901756e-184,0.16304508809183774,0.1861959793791789,Tnfsf11
ENSMUSG00000030022,0.1746043117590237,2.2327094567080037e-184,5.642429761708375e-184,0.16300456617743048,0.18615579400298793,Adamts9
ENSMUSG00000030522,0.17456774794597865,2.67159900324325e-184,6.749871155238125e-184,0.16296785468741037,0.18611938733838637,Mtmr10
ENSMUSG00000109333,0.17456351559626426,2.7276696259201984e-184,6.889794457994944e-184,0.16296360524580342,0.18611517317693566,Gm45028
ENSMUSG00000023008,0.17455546570677738,2.8375793283810324e-184,7.165604364598567e-184,0.16295552284888484,0.18610715788018287,Fmnl3
ENSMUSG00000027737,0.17455054239902454,2.906968588463591e-184,7.338976491955545e-184,0.16295057966037288,0.18610225572856845,Slc7a11
ENSMUSG00000056569,0.1744965627951741,3.7884207244952255e-184,9.561889763996026e-184,0.16289638212022647,0.18604850804486533,Mpz
ENSMUSG00000079110,0.17446891119652094,4.338727463886836e-184,1.0948088478139885e-183,0.16286861890861468,0.18602097522287725,Capn3
ENSMUSG00000050281,0.17438803736367878,6.450361027742377e-184,1.6268249754709651e-183,0.16278741874193392,0.1859404486771866,Olfr630
ENSMUSG00000074665,0.17438374756877872,6.587441535140609e-184,1.6609787027586003e-183,0.16278311164167986,0.1859361772991227,Bpifb4
ENSMUSG00000025780,0.17436033337293735,7.388565064576555e-184,1.8625069484690081e-183,0.16275960299901057,0.18591286361680393,Itih5
ENSMUSG00000042812,0.17434805527154693,7.846832943517784e-184,1.9775284635881515e-183,0.1627472753761898,0.18590063821820535,Foxf1
ENSMUSG00000041358,0.17434149849573735,8.103075480937275e-184,2.0415912020502077e-183,0.1627406921563323,0.18589410958537908,Nutm1
ENSMUSG00000033389,0.1743000135014477,9.929642733529393e-184,2.5011694542895195e-183,0.16269903987338888,0.1858528026292752,Arhgap44
ENSMUSG00000021485,0.1742905399205103,1.0401382223993252e-183,2.6193357401141406e-183,0.16268952809594103,0.18584336969970092,Mxd3
ENSMUSG00000070407,0.17424643988830793,1.2909499596974276e-183,3.2501257797014793e-183,0.16264525028529542,0.1857994588737658,Hs3st3b1
ENSMUSG00000000555,0.17421367640155733,1.5156320915164094e-183,3.814830333542435e-183,0.1626123547508506,0.18576683592522275,Itga5
ENSMUSG00000054263,0.1741821792793777,1.7683629297742695e-183,4.449831227413864e-183,0.162580730709159,0.1857354738851972,Lifr
ENSMUSG00000020153,0.17411545181485277,2.451443865380974e-183,6.167154378316916e-183,0.1625137344411134,0.18566903251793668,Ndufs7
ENSMUSG00000071176,0.1741144342486898,2.463682055397832e-183,6.196383439129356e-183,0.1625127127766363,0.18566801931382054,Arhgef10
ENSMUSG00000058420,0.17404729354933277,3.4217910032908622e-183,8.603950222003677e-183,0.1624453017187029,0.18560116637524027,Syt17
ENSMUSG00000067158,0.17404582635561128,3.446438156692875e-183,8.663745994703054e-183,0.16244382861817344,0.18559970546862375,Col4a4
ENSMUSG00000052479,0.17402129269719974,3.885861482841366e-183,9.76592481236835e-183,0.1624191961968211,0.18557527693237838,A330008L17Rik
ENSMUSG00000020776,0.17398937183982643,4.5423947576883065e-183,1.1410185274273565e-182,0.16238714686017255,0.1855434928285663,Fbf1
ENSMUSG00000060216,0.17396572426445817,5.099198536782693e-183,1.2805621639333735e-182,0.1623634041207104,0.1855199465472351,Arrb2
ENSMUSG00000036353,0.17386461525713678,8.358527647788487e-183,2.098024007979038e-182,0.16226188837554464,0.1854192704891915,P2ry12
ENSMUSG00000029640,0.17384328377269476,9.276703942840097e-183,2.3273216113497484e-182,0.16224047111091391,0.18539803031528676,Usp12
ENSMUSG00000023120,0.1738350139712517,9.659174698570716e-183,2.4226673435090835e-182,0.16223216805710144,0.18538979591025803,Gm853
ENSMUSG00000111291,0.1738311585447652,9.842828193672793e-183,2.468111382565896e-182,0.16222829712874073,0.18538595698521812,RP23-162P10.8
ENSMUSG00000068335,0.17372744492726497,1.633393499686745e-182,4.093718044327681e-182,0.16212416663420484,0.18528268713559443,Dok1
ENSMUSG00000047129,0.1736587597433635,2.283969358916368e-182,5.72136612955002e-182,0.16205520551234975,0.18521429570008338,1700113H08Rik
ENSMUSG00000063296,0.1736511282559714,2.3706297317373556e-182,5.93696401637204e-182,0.16204754337298347,0.18520669684363758,Tmem117
ENSMUSG00000054446,0.17355438854232239,3.800302599394587e-182,9.512647307620995e-182,0.16195041522423037,0.18511037065281535,Cpa1
ENSMUSG00000022894,0.1735375684607155,4.125161037655777e-182,1.0323225819959403e-181,0.16193352762856703,0.18509362244753721,Adamts5
ENSMUSG00000100252,0.17350709284180285,4.786022910807e-182,1.1974037805371529e-181,0.16190292970100706,0.1850632770413088,Mir124-2hg
ENSMUSG00000037526,0.1735062545537093,4.805623284584264e-182,1.2020068245583453e-181,0.161902088048904,0.1850624423346438,Atg14
ENSMUSG00000071847,0.17350081507656556,4.9347684495077917e-182,1.2340006125300805e-181,0.16189662674381192,0.18505702609624017,Apcdd1
ENSMUSG00000033434,0.17348808607383936,5.2506913793021673e-182,1.3126728448255417e-181,0.16188384666395175,0.18504435147209744,Gtpbp6
ENSMUSG00000034889,0.17345081753933508,6.296638600563283e-182,1.5733729636589912e-181,0.16184642860594936,0.18500724212749692,Cactin
ENSMUSG00000038271,0.17344641699282726,6.433138483243426e-182,1.607079311327361e-181,0.16184201040639923,0.18500286037543615,Iffo1
ENSMUSG00000090023,0.17342801161113505,7.03682414739891e-182,1.757448588261466e-181,0.16182353119551485,0.18498453359694852,Gm16302
ENSMUSG00000032264,0.17342442350027423,7.160942426210044e-182,1.7880006057952666e-181,0.1618199286926744,0.18498096080876808,Zw10
ENSMUSG00000038257,0.17338896564574857,8.511383704855824e-182,2.124658937807245e-181,0.16178432863266312,0.18494565435715454,Glra3
ENSMUSG00000015702,0.17336800736122165,9.426290016733701e-182,2.352455706696706e-181,0.16176328630809894,0.18492478554921765,Anxa9
ENSMUSG00000055368,0.17336344922837113,9.63792395942705e-182,2.4046716465636353e-181,0.1617587098991165,0.18492024687489028,Slc6a2
ENSMUSG00000020914,0.1733368667736867,1.0970161891979593e-181,2.736383609872685e-181,0.16173202087028418,0.18489377789003253,Top2a
ENSMUSG00000003545,0.1733220007321436,1.1793831865753847e-181,2.941105203429887e-181,0.1617170952353373,0.18487897529834205,Fosb
ENSMUSG00000025955,0.1733076505069439,1.2647453918604262e-181,3.153192201098046e-181,0.16170268748951974,0.18486468631646158,Akr1cl
ENSMUSG00000087194,0.173196987686771,2.1674252558357728e-181,5.402356071375306e-181,0.16159158126104012,0.18475449561453147,Skint6
ENSMUSG00000029710,0.17318236257917005,2.3272846813179612e-181,5.799363771039026e-181,0.16157689757497146,0.18473993287995133,Ephb4
ENSMUSG00000021098,0.1731672322443088,2.5050682269797807e-181,6.240827670602344e-181,0.16156170664344563,0.184724867067458,4930447C04Rik
ENSMUSG00000087278,0.1731560048630726,2.64570127111564e-181,6.589542393812304e-181,0.16155043430034466,0.18471368756117681,A930006I01Rik
ENSMUSG00000070990,0.17314587484353353,2.7793428214953497e-181,6.920674356313121e-181,0.16154026371610214,0.18470360073473877,Foxe1
ENSMUSG00000028173,0.1731395341029647,2.8664031713739274e-181,7.135681282982145e-181,0.161533897585893,0.18469728702903349,Wls
ENSMUSG00000022659,0.17309120150491464,3.6259773924185375e-181,9.024333978144693e-181,0.16148537148583827,0.18464916047417199,Gcsam
ENSMUSG00000019936,0.17302371131516842,5.034147812833929e-181,1.252587164178634e-180,0.16141761118959663,0.18458195790421128,Epyc
ENSMUSG00000009585,0.17296234054565676,6.783502840732017e-181,1.6874385175950289e-180,0.16135599489948027,0.18452084858181264,Apobec3
ENSMUSG00000053797,0.17294840051191268,7.25886438037071e-181,1.8052385924821463e-180,0.161341999109688,0.18450696792189109,Krt16
ENSMUSG00000038587,0.1728809669547346,1.0072172476893992e-180,2.5042696362242644e-180,0.16127429590396475,0.18443982151470104,Akap12
ENSMUSG00000110464,0.17284608134589777,1.1931432510032135e-180,2.965804750194416e-180,0.16123927083989628,0.18440508441569872,RP24-423G4.3
ENSMUSG00000023041,0.1728188978092753,1.361470373504691e-180,3.383375679683626e-180,0.16121197865734563,0.1843780165807744,Krt6b
ENSMUSG00000046408,0.17281820549050192,1.3660537878526248e-180,3.3939224542922352e-180,0.16121128357177575,0.18437732720849892,1700067K01Rik
ENSMUSG00000030168,0.17281365229976958,1.3965839990716109e-180,3.468912069229038e-180,0.16120671218486837,0.18437279339579193,Adipor2
ENSMUSG00000040632,0.17275355841062245,1.869538412462163e-180,4.642509094765739e-180,0.1611463781857606,0.18431295521546825,Nrl
ENSMUSG00000071553,0.1726978421869126,2.449807111291785e-180,6.08194416904614e-180,0.1610904394209117,0.18425747599638168,Cpa2
ENSMUSG00000026586,0.17267817853185025,2.6949744889017793e-180,6.68894139712529e-180,0.16107069724329537,0.1842378959686192,Prrx1
ENSMUSG00000015112,0.1726087102364563,3.774447371268603e-180,9.363550908629627e-180,0.16100095161566358,0.18416872304056245,Slc25a13
ENSMUSG00000030559,0.17254437084884963,5.1557760932787775e-180,1.2787143088489031e-179,0.1609363554749242,0.18410465711091084,Rab38
ENSMUSG00000045333,0.1725352154791548,5.389674824465817e-180,1.3363934600708696e-179,0.1609271635778405,0.18409554064576783,Zfp423
ENSMUSG00000035697,0.17248312986131065,6.936839815296713e-180,1.7195934098405338e-179,0.16087487019112556,0.18404367632113242,Hmha1
ENSMUSG00000038530,0.17246163458663175,7.698069677418669e-180,1.907351258032376e-179,0.1608532891910664,0.18402227235344198,Rgs4
ENSMUSG00000032565,0.17241532671696513,9.633414559567669e-180,2.386280544852036e-179,0.1608067966785377,0.1839761611517147,Nudt16
