,Extra-Embryonic ectoderm_2_corr,Extra-Embryonic ectoderm_2_pval,Extra-Embryonic ectoderm_2_qval,Extra-Embryonic ectoderm_2_ci_low,Extra-Embryonic ectoderm_2_ci_high,gene_annotation
ENSMUSG00000073856,0.3595366961375117,0.0,0.0,0.3490957018487018,0.3698884332536586,Iqck
ENSMUSG00000032388,0.35942498381953153,0.0,0.0,0.34898304043571554,0.36977768953440143,Spg21
ENSMUSG00000007721,0.35936387363289246,0.0,0.0,0.3489214111916743,0.3697171090775639,Ccdc124
ENSMUSG00000029433,0.3593264762273294,0.0,0.0,0.34888369618476134,0.3696800358056371,Diablo
ENSMUSG00000110214,0.3592327305883174,0.0,0.0,0.34878915454984627,0.36958710254106125,Gm45587
ENSMUSG00000024096,0.35899102830731167,0.0,0.0,0.3485454009508994,0.3693474938313083,Ralbp1
ENSMUSG00000033029,0.35877658543619967,0.0,0.0,0.348329139294279,0.3691349072636815,1700088E04Rik
ENSMUSG00000028800,0.3586082059039074,0.0,0.0,0.3481593324396552,0.3689679845324392,Hdac1
ENSMUSG00000016984,0.3583218716278597,0.0,0.0,0.3478705725350501,0.3686841260542922,Etaa1
ENSMUSG00000029213,0.3582984714542532,0.0,0.0,0.3478469742187879,0.3686609281255658,Commd8
ENSMUSG00000022205,0.3580088641247711,0.0,0.0,0.34755491571454417,0.3683738227689358,Sub1
ENSMUSG00000036504,0.3579565070795281,0.0,0.0,0.3475021157469236,0.36832191783515367,Phpt1
ENSMUSG00000106367,0.35787685387000207,0.0,0.0,0.34742178882612224,0.3682429523199023,Gm42709
ENSMUSG00000020297,0.35722092767594643,0.0,0.0,0.34676032060612016,0.36759268344623136,Nsg2
ENSMUSG00000032243,0.35688850723480164,0.0,0.0,0.34642509546395894,0.3672631262372105,Itga11
ENSMUSG00000003868,0.35679077704665824,0.0,0.0,0.3463265412140345,0.3671662373315776,Ruvbl2
ENSMUSG00000054582,0.35652234415176515,0.0,0.0,0.3460558460791759,0.36690011400635547,Pabpc1l
ENSMUSG00000026238,0.35639348006541544,0.0,0.0,0.3459258965993593,0.3667723580502175,Ptma
ENSMUSG00000036850,0.3560741703189977,0.0,0.0,0.34560389910851697,0.36645579243076226,Mrpl41
ENSMUSG00000020659,0.3559726073737663,0.0,0.0,0.3455014817884735,0.36635510180697317,Cbll1
ENSMUSG00000041907,0.35595689682239406,0.0,0.0,0.3454856390979951,0.36633952617139337,Gpr45
ENSMUSG00000105552,0.3553445107396715,0.0,0.0,0.34486810697796033,0.36573239447626127,Gm19710
ENSMUSG00000029832,0.3551699906870806,0.0,0.0,0.3446921220490989,0.3655593702197573,Nfe2l3
ENSMUSG00000021494,0.35423343430796667,0.0,0.0,0.34374771703913726,0.364630828717575,Ddx41
ENSMUSG00000104671,0.35395899115183826,0.0,0.0,0.3434709779832077,0.3643587302778057,Gm43062
ENSMUSG00000022562,0.35377511440273496,0.0,0.0,0.3432855640015426,0.36417642349384255,Oplah
ENSMUSG00000099517,0.35374505340800577,0.0,0.0,0.34325525177090305,0.36414661908823837,Hist1h3g
ENSMUSG00000025739,0.353634799366323,0.0,0.0,0.34314407646390255,0.3640373059504198,Gng13
ENSMUSG00000015749,0.35353884285083914,0.0,0.0,0.3430473183902013,0.36394216809099644,Anp32e
ENSMUSG00000027968,0.3532841841167402,0.0,0.0,0.3427905334824497,0.3636896809334626,Larp7
ENSMUSG00000110843,0.3528168377060604,0.0,0.0,0.34231928922496485,0.3632263157943563,RP24-165I13.1
ENSMUSG00000001521,0.35258101528828467,0.0,0.0,0.34208150196334325,0.3629925003665081,Tulp3
ENSMUSG00000073414,0.35240996218286547,0.0,0.0,0.34190902450557575,0.362822902204963,G6b
ENSMUSG00000022474,0.3522243258908114,0.0,0.0,0.3417218432280847,0.3626388441179184,Pmm1
ENSMUSG00000024176,0.35207007586297473,0.0,0.0,0.3415663100654622,0.3624859048436691,Sox8
ENSMUSG00000006050,0.35202497260832116,0.0,0.0,0.3415208317263553,0.3624411847520119,Sra1
ENSMUSG00000030533,0.35200758240950863,0.0,0.0,0.3415032969215566,0.3624239422743094,Unc45a
ENSMUSG00000021550,0.35200218197307565,0.0,0.0,0.3414978515799694,0.3624185877104533,2210016F16Rik
ENSMUSG00000022426,0.3517305552639951,0.0,0.0,0.341223967178102,0.3621492673754385,Josd1
ENSMUSG00000034659,0.3516267750663791,0.0,0.0,0.3411193248566309,0.3620463679130162,Tmem109
ENSMUSG00000057337,0.3515201018333114,0.0,0.0,0.341011765738062,0.36194059970235964,Chst3
ENSMUSG00000020277,0.351464785891527,0.0,0.0,0.34095599052422176,0.3618857529588661,Pfkl
ENSMUSG00000071660,0.35145051484931655,0.0,0.0,0.3409416010057353,0.3618716029541143,Ttc9c
ENSMUSG00000037085,0.3512076194035772,0.0,0.0,0.34069668982978096,0.36163076684910433,Trmt12
ENSMUSG00000097748,0.3512049139761104,0.0,0.0,0.34069396195866264,0.3616280843512331,Gm26533
ENSMUSG00000045350,0.3509610082148357,0.0,0.0,0.3404480335341714,0.361386245081146,Fam186a
ENSMUSG00000039220,0.3509543274262191,0.0,0.0,0.3404412973633081,0.3613796208757645,Ppp1r10
ENSMUSG00000061527,0.3508029848241464,0.0,0.0,0.34028870045395987,0.3612295597946208,Krt5
ENSMUSG00000029910,0.35067655562048766,0.0,0.0,0.34016122384649644,0.3611042007391568,Mad2l1
ENSMUSG00000035295,0.3506071083942425,0.0,0.0,0.34009120144856797,0.361035341182108,Wdr38
ENSMUSG00000022635,0.3503405108199239,0.0,0.0,0.3398223969587284,0.36077099852626354,Zcrb1
ENSMUSG00000035151,0.35026422000544627,0.0,0.0,0.33974547491917384,0.3606953526814529,Elmod2
ENSMUSG00000074886,0.3500643418640663,0.0,0.0,0.3395439436667792,0.3604971636777642,Grk6
ENSMUSG00000027193,0.3500214047556844,0.0,0.0,0.3395006515690294,0.360454589300994,Api5
ENSMUSG00000048895,0.34979394127603564,0.0,0.0,0.3392713082424446,0.36022904670197486,Cdk5r1
ENSMUSG00000097076,0.34976740444299287,0.0,0.0,0.33924455218014316,0.36020273388736856,Platr7
ENSMUSG00000020248,0.34974498594421494,0.0,0.0,0.3392219484882494,0.3601805046279649,Nfyb
ENSMUSG00000097605,0.34943618196288767,0.0,0.0,0.3389105947977518,0.3598743061216494,9430098F02Rik
ENSMUSG00000006456,0.3492721908282864,0.0,0.0,0.3387452505709292,0.35971169771703504,Rbm14
ENSMUSG00000024797,0.34926608617263094,0.0,0.0,0.3387390955582613,0.3597056445219835,Vps51
ENSMUSG00000029223,0.3491980084482957,0.0,0.0,0.3386704563250841,0.35963814061499916,Uchl1
ENSMUSG00000019849,0.34896854224269264,0.0,0.0,0.33843909829485563,0.35941060774208905,Prep
ENSMUSG00000103655,0.3489127687457869,0.0,0.0,0.3383828651679768,0.3593553039687551,Gm37202
ENSMUSG00000030881,0.34876548777771915,0.0,0.0,0.3382343708174191,0.3592092630462474,Arfip2
ENSMUSG00000056632,0.34824466124261977,0.0,0.0,0.3377092576300945,0.3586928175551725,Dsg3
ENSMUSG00000003573,0.34802041151120133,0.0,0.0,0.3374831642355244,0.3584704521784981,Homer3
ENSMUSG00000021067,0.3480034524705634,0.0,0.0,0.33746606581603655,0.3584536355952576,Sav1
ENSMUSG00000059291,0.34796178079925194,0.0,0.0,0.33742405169323364,0.3584123139407565,Rpl11
ENSMUSG00000101355,0.34790418975425075,0.0,0.0,0.3373659874428383,0.35835520655826597,Hist1h3h
ENSMUSG00000029707,0.3478899108756779,0.0,0.0,0.337351591252139,0.35834104758481794,Fscn3
ENSMUSG00000096807,0.34773501502603016,0.0,0.0,0.33719542312900685,0.35818745214503706,Hist1h2bm
ENSMUSG00000111059,0.34756255831391974,0.0,0.0,0.3370215505855448,0.35801644260732973,RP23-456L15.4
ENSMUSG00000038560,0.3475416108878767,0.0,0.0,0.3370004312347519,0.35799567091431966,Sp6
ENSMUSG00000036334,0.3471465140309003,0.0,0.0,0.3366020936308279,0.3576038866825127,Igsf10
ENSMUSG00000021871,0.34713308395172937,0.0,0.0,0.3365885534589422,0.3575905691409609,Pnp
ENSMUSG00000051251,0.34688750713371624,0.0,0.0,0.33634096430037064,0.35734704938888573,Nhlh1
ENSMUSG00000029715,0.3468242890809458,0.0,0.0,0.3362772284531873,0.35728436064983177,Pop7
ENSMUSG00000037362,0.34675691444172185,0.0,0.0,0.3362093020809246,0.35721755002295397,Nov
ENSMUSG00000040596,0.3466201500519419,0.0,0.0,0.33607141806072355,0.35708193019775175,Pogk
ENSMUSG00000060860,0.3462494639570533,0.0,0.0,0.3356976995940936,0.3567143441118731,Ube2s
ENSMUSG00000024261,0.3461045313845137,0.0,0.0,0.33555158231402865,0.356570622714127,Syt4
ENSMUSG00000067713,0.3460812130072108,0.0,0.0,0.3355280733751175,0.3565474991579446,Prkag1
ENSMUSG00000030216,0.34583442015216925,0.0,0.0,0.3352792644940816,0.3563027674296858,Wbp11
ENSMUSG00000048385,0.3457133866621392,0.0,0.0,0.335157242831757,0.35618274424369256,Scrt1
ENSMUSG00000021928,0.3456572080053554,0.0,0.0,0.3351006056272773,0.3561270344101727,Ebpl
ENSMUSG00000016257,0.3456163888973609,0.0,0.0,0.3350594533888648,0.35608655589993865,Slmo2
ENSMUSG00000009621,0.3455828337792744,0.0,0.0,0.33502562445295675,0.3560532807388983,Vav2
ENSMUSG00000111646,0.34554812233733745,0.0,0.0,0.33499062978595934,0.3560188588735071,RP23-331E5.11
ENSMUSG00000035885,0.3451599169991867,0.0,0.0,0.3345992589037365,0.35563389016158364,Cox8a
ENSMUSG00000045672,0.345068689352528,0.0,0.0,0.33450728788782036,0.3555434226012924,Col27a1
ENSMUSG00000028931,0.3450663365792239,0.0,0.0,0.3345049159455841,0.355541089428122,Kcnab2
ENSMUSG00000047787,0.3449659178037277,0.0,0.0,0.33440367914515595,0.35544150708472516,Flrt1
ENSMUSG00000014077,0.344475369160466,0.0,0.0,0.33390913793013943,0.35495504101826375,Chp1
ENSMUSG00000024268,0.3444014863572081,0.0,0.0,0.33383465429932185,0.3548817726107496,Celf4
ENSMUSG00000026095,0.3441786196739656,0.0,0.0,0.33360997602552855,0.3546607584658169,Asnsd1
ENSMUSG00000044807,0.34405354369859453,0.0,0.0,0.3334838838855731,0.3545367216483104,Zfp354c
ENSMUSG00000028223,0.343739974816951,0.0,0.0,0.3331677691139975,0.3542257563418453,Decr1
ENSMUSG00000067795,0.3437193117486244,0.0,0.0,0.3331469383640953,0.3542052647583766,4930444P10Rik
ENSMUSG00000102805,0.34363847135220654,0.0,0.0,0.33306544204399724,0.35412509516768315,Gm37240
ENSMUSG00000070923,0.34359137808543394,0.0,0.0,0.3330179667441848,0.35407839260519947,Klhl9
ENSMUSG00000042155,0.34351122749503354,0.0,0.0,0.3329371660742503,0.3539989068554005,Klhl23
ENSMUSG00000105704,0.3433950759232262,0.0,0.0,0.33282007270435676,0.3538837184796256,Gm43055
ENSMUSG00000079852,0.3425881847652487,0.0,0.0,0.33200664798851054,0.35308350974709507,Klra4
ENSMUSG00000020135,0.3422804760298714,0.0,0.0,0.3316964518194582,0.35277834531672836,Apc2
ENSMUSG00000033152,0.3422555113454356,0.0,0.0,0.3316712854276784,0.35275358695609077,Podxl2
ENSMUSG00000037262,0.34203839673110453,0.0,0.0,0.3314524172259991,0.35253826609319056,Kin
ENSMUSG00000106674,0.34193530420012547,0.0,0.0,0.33134849243809883,0.35243602489990145,Gm43153
ENSMUSG00000018800,0.34177403757618086,0.0,0.0,0.3311859244381277,0.35227608951230727,Abca5
ENSMUSG00000017754,0.3416600501422487,0.0,0.0,0.33107101753703483,0.35216304266075904,Pltp
ENSMUSG00000024873,0.34161673133056947,0.0,0.0,0.3310273493812543,0.3521200812196217,Cnih2
ENSMUSG00000045440,0.34103585809111003,0.0,0.0,0.33044179607741936,0.3515439957790485,Insm2
ENSMUSG00000022033,0.3409988555388584,0.0,0.0,0.33040449567389724,0.35150729794759955,Pbk
ENSMUSG00000056962,0.34096533798111767,0.0,0.0,0.330370708345841,0.35147405638340584,Jmjd6
ENSMUSG00000063130,0.3407530296677149,0.0,0.0,0.330156691872762,0.3512634956643489,Calml3
ENSMUSG00000019362,0.34039747663828784,0.0,0.0,0.3297982806259025,0.3509108669524828,D8Ertd738e
ENSMUSG00000015748,0.3403532816558595,0.0,0.0,0.3297537305826281,0.350867035252243,Prpf3
ENSMUSG00000020911,0.34032647416247064,0.0,0.0,0.3297267077418356,0.3508404480936582,Krt19
ENSMUSG00000024067,0.34025522705309474,0.0,0.0,0.329654888381388,0.35076978649255663,Dpy30
ENSMUSG00000024387,0.34019042645357794,0.0,0.0,0.329589567415187,0.3507055183199671,Csnk2b
ENSMUSG00000020085,0.3401869194980828,0.0,0.0,0.32958603230076694,0.350702040176157,Aifm2
ENSMUSG00000035279,0.3399199814581639,0.0,0.0,0.3293169517675246,0.35043729433654225,Ssc5d
ENSMUSG00000018648,0.33978276618741293,0.0,0.0,0.3291786358521742,0.35030120527760067,Dusp14
ENSMUSG00000016619,0.3395529039801107,0.0,0.0,0.32894693087121224,0.35007322869851404,Nup50
ENSMUSG00000038742,0.33949847796445115,0.0,0.0,0.3288920687166565,0.3500192489732053,Angptl6
ENSMUSG00000032057,0.33945401510563267,0.0,0.0,0.32884724961110334,0.34997515065554036,4833427G06Rik
ENSMUSG00000045294,0.3392697891910307,0.0,0.0,0.32866154814486737,0.3497924346716182,Insig1
ENSMUSG00000000628,0.3391798561014235,0.0,0.0,0.3285708950369703,0.3497032383901858,Hk2
ENSMUSG00000047832,0.33910950318856076,0.0,0.0,0.3284999790040224,0.349633461735081,Cdca4
ENSMUSG00000041872,0.3388916943052377,0.0,0.0,0.32828042748925457,0.3494174361749403,Il17f
ENSMUSG00000100486,0.33880515192660493,0.0,0.0,0.3281931930261525,0.3493316020565302,Gm4131
ENSMUSG00000111467,0.33874428883552604,0.0,0.0,0.32813184331778195,0.3492712369613454,RP24-80J11.2
ENSMUSG00000004937,0.33840559169455897,0.0,0.0,0.3277904398345513,0.3489353095226458,Sgta
ENSMUSG00000071893,0.33833163725109566,0.0,0.0,0.3277158948306378,0.3488619594831097,Vmn1r4
ENSMUSG00000032186,0.3382764686400583,0.0,0.0,0.32766028575879325,0.3488072416619119,Tmod2
ENSMUSG00000045136,0.33822375043083236,0.0,0.0,0.3276071467212562,0.3487549541528945,Tubb2b
ENSMUSG00000074384,0.3382099327407371,0.0,0.0,0.32759321874119457,0.34874124934050205,AI429214
ENSMUSG00000039860,0.33802648465719853,0.0,0.0,0.3274083068499882,0.34855929943071784,Srrm3
ENSMUSG00000074215,0.3378750281237409,0.0,0.0,0.3272556423955126,0.3484090792059198,Gm10643
ENSMUSG00000073436,0.3378253252685435,0.0,0.0,0.3272055432627556,0.34835978194702466,Eme2
ENSMUSG00000085991,0.33773360357054205,0.0,0.0,0.3271130904304982,0.3482688085838439,Gm11479
ENSMUSG00000085844,0.3376071445180807,0.0,0.0,0.3269856236779196,0.3481433809543277,Gm11690
ENSMUSG00000035383,0.33756138255117435,0.0,0.0,0.32693949714797366,0.3480979921373594,Pmch
ENSMUSG00000038665,0.33744531877809403,0.0,0.0,0.3268225089789586,0.3479828745441544,Dgki
ENSMUSG00000039725,0.33735700790551926,0.0,0.0,0.32673349496794907,0.34789528339023834,Trp53rka
ENSMUSG00000050912,0.3373286385725984,0.0,0.0,0.3267048997960623,0.34786714522353507,Tmem123
ENSMUSG00000044322,0.33732754072139226,0.0,0.0,0.32670379320561327,0.3478660563177379,Dsc1
ENSMUSG00000031851,0.33730232983652636,0.0,0.0,0.32667838164214275,0.34784105084603406,Ntpcr
ENSMUSG00000044068,0.3372993171494367,0.0,0.0,0.3266753449750959,0.3478380627047031,Zrsr1
ENSMUSG00000022557,0.3372739775393572,0.0,0.0,0.32664980367908203,0.3478129295397034,Bop1
ENSMUSG00000097347,0.33726204266382825,0.0,0.0,0.3266377738154967,0.3478010918939015,Gm17275
ENSMUSG00000020653,0.3370936372889092,0.0,0.0,0.3264680284919986,0.34763405810709663,Klf11
ENSMUSG00000091618,0.3370443016332632,0.0,0.0,0.3264183004178666,0.3475851241420803,H60c
ENSMUSG00000106741,0.3367082776916265,0.0,0.0,0.32607960528817975,0.3472518345781524,4930513D17Rik
ENSMUSG00000040204,0.3363080938803363,0.0,0.0,0.3256762438163716,0.34685490376720546,2810417H13Rik
ENSMUSG00000040433,0.33624044265626585,0.0,0.0,0.32560805579001173,0.3467878020907566,Zbtb38
ENSMUSG00000000301,0.3362031801101712,0.0,0.0,0.32557049761845336,0.3467508421914262,Pemt
ENSMUSG00000000214,0.33609978889997777,0.0,0.0,0.3254662863213314,0.3466482905541236,Th
ENSMUSG00000031535,0.336099386309049,0.0,0.0,0.32546588053760356,0.34664789123188144,Dkk4
ENSMUSG00000029249,0.3358222926083429,0.0,0.0,0.3251865902388036,0.34637304638300337,Rest
ENSMUSG00000005628,0.3358188963735893,0.0,0.0,0.3251831670926716,0.3463696777003564,Tmod4
ENSMUSG00000059486,0.33557605659737366,0.0,0.0,0.3249384038041451,0.34612880726739237,Kbtbd2
ENSMUSG00000024352,0.335505455111514,0.0,0.0,0.32486724335756256,0.34605877807316504,Spata24
ENSMUSG00000056153,0.33537036273372645,0.0,0.0,0.32473108177240323,0.34592478041874425,Socs6
ENSMUSG00000063229,0.3353424247215314,0.0,0.0,0.32470292269596596,0.3458970687489774,Ldha
ENSMUSG00000021567,0.3352337864854229,0.0,0.0,0.32459342502072863,0.34578931048071954,Nkd2
ENSMUSG00000001525,0.33522512834971363,0.0,0.0,0.32458469840261545,0.3457807224637819,Tubb5
ENSMUSG00000028430,0.33476701995257657,0.0,0.0,0.3241229691341258,0.3453263215807036,Nol6
ENSMUSG00000009013,0.3346993298989521,0.0,0.0,0.3240547444909132,0.34525917892917934,Dynll1
ENSMUSG00000026818,0.33452370128572345,0.0,0.0,0.3238777293478521,0.34508497010135836,Cel
ENSMUSG00000029044,0.3344178066525445,0.0,0.0,0.32377099907174467,0.3449799311709656,4930584F24Rik
ENSMUSG00000075112,0.33438360410340473,0.0,0.0,0.32373652667901703,0.3449460049458497,Olfr1211
ENSMUSG00000032199,0.3343712437792749,0.0,0.0,0.3237240688441325,0.3449337444745784,Polr2m
ENSMUSG00000093865,0.334271846709275,0.0,0.0,0.32362388776359036,0.34483515025261346,Lrit3
ENSMUSG00000002458,0.334247631165897,0.0,0.0,0.3235994812523443,0.3448111302672307,Rgs19
ENSMUSG00000047443,0.33413745173346077,0.0,0.0,0.32348843310518466,0.3447018404385843,Fam132b
ENSMUSG00000022568,0.3340510404874549,0.0,0.0,0.32340134075104016,0.3446161266883958,Scrib
ENSMUSG00000024081,0.33397236489684895,0.0,0.0,0.32332204518297003,0.34453808599959573,Cebpz
ENSMUSG00000022596,0.3338661039671587,0.0,0.0,0.3232149471359273,0.34443268235000474,Slurp1
ENSMUSG00000057858,0.33383595039547354,0.0,0.0,0.3231845560658754,0.344402771999426,Fam204a
ENSMUSG00000028833,0.3338032072774954,0.0,0.0,0.32315155507838667,0.34437029296574706,Ncdn
ENSMUSG00000068452,0.3337997588292086,0.0,0.0,0.323148079473239,0.3443668723288875,Duox2
ENSMUSG00000033105,0.333747766946197,0.0,0.0,0.32309567818398877,0.3443152997217639,Lss
ENSMUSG00000060376,0.3336579694202711,0.0,0.0,0.32300517370791265,0.3442262261959387,Bckdha
ENSMUSG00000025003,0.3336199358269112,0.0,0.0,0.3229668407457273,0.3441884991942699,Cyp2c39
ENSMUSG00000034509,0.3335344919428431,0.0,0.0,0.322880724445909,0.3441037439553992,Mad2l1bp
ENSMUSG00000014074,0.3334530859149512,0.0,0.0,0.32279867794298944,0.34402299386889496,Rnf168
ENSMUSG00000029547,0.33311228187976133,0.0,0.0,0.32245519431562153,0.34368493421638696,Ints1
ENSMUSG00000097128,0.3330544767958862,0.0,0.0,0.3223969350141826,0.34362759434600854,Gm26884
ENSMUSG00000049932,0.33303668818191806,0.0,0.0,0.32237900663808183,0.3436099488783832,H2afx
ENSMUSG00000024039,0.3323810802893266,0.0,0.0,0.3217182530788207,0.342959611504812,Cbs
ENSMUSG00000002341,0.3323777826889933,0.0,0.0,0.3217149296228769,0.34295634038869416,Ncan
ENSMUSG00000025066,0.33231238696448206,0.0,0.0,0.3216490212020877,0.3428914698277952,Sfr1
ENSMUSG00000021621,0.33211154262042847,0.0,0.0,0.3214466029034339,0.34269223774340407,Zcchc9
ENSMUSG00000026047,0.33173037216411555,0.0,0.0,0.3210624480130424,0.3423141244810553,Kdelc1
ENSMUSG00000020321,0.3313205214038251,0.0,0.0,0.32064939217833344,0.34190755712169707,Mdh1
ENSMUSG00000003500,0.3309582951402295,0.0,0.0,0.3202843366472612,0.34154822942983165,Impdh1
ENSMUSG00000097033,0.3308789088286328,0.0,0.0,0.32020433069064663,0.34146947796205274,Gm26819
ENSMUSG00000033319,0.33079669452674815,0.0,0.0,0.32012147483053793,0.34138792096238085,Fem1c
ENSMUSG00000079070,0.33078943005887224,0.0,0.0,0.3201141536823349,0.3413807145661571,Gm3985
ENSMUSG00000036845,0.33078911590638727,0.0,0.0,0.32011383707873353,0.3413804029249572,Lin37
ENSMUSG00000052681,0.33068330467332785,0.0,0.0,0.32000720040882513,0.34127543739761546,Rap1b
ENSMUSG00000058291,0.3304960733522456,0.0,0.0,0.3198185091529664,0.3410897018922716,Zfp68
ENSMUSG00000049401,0.3304594034365118,0.0,0.0,0.31978155340303327,0.34105332484047124,Ogfr
ENSMUSG00000039238,0.33037735560511605,0.0,0.0,0.3196988661438987,0.34097193216838545,Zfp750
ENSMUSG00000027403,0.3302684476808248,0.0,0.0,0.31958910971290266,0.3408638936383088,Tgm6
ENSMUSG00000050623,0.3302556947742701,0.0,0.0,0.31957625746660245,0.34085124251782467,Tex40
ENSMUSG00000101061,0.3302329057156677,0.0,0.0,0.31955329090066176,0.3408286353382985,Platr1
ENSMUSG00000038775,0.3301559214151961,0.0,0.0,0.31947570705090783,0.3407522653575577,Vill
ENSMUSG00000031750,0.33009084601319394,0.0,0.0,0.31941012495711235,0.34068770913552915,Il34
ENSMUSG00000090210,0.3299926891768157,0.0,0.0,0.3193112040429652,0.34059033521805754,Itga10
ENSMUSG00000036858,0.32993408138375435,0.0,0.0,0.31925214014293013,0.3405321947842889,Ptcra
ENSMUSG00000061184,0.3299113028791601,0.0,0.0,0.3192291843901962,0.34050959790168367,Tmprss11c
ENSMUSG00000021371,0.3297159117755479,0.0,0.0,0.31903227338962814,0.34031576422537424,Mcur1
ENSMUSG00000035671,0.32956333372085894,0.0,0.0,0.3188785091109942,0.3401644017165012,Zswim4
ENSMUSG00000047446,0.3293588051622597,0.0,0.0,0.31867239131955943,0.33996150171684425,Arl4a
ENSMUSG00000087318,0.32935792552463794,0.0,0.0,0.3186715048491384,0.33996062908120656,Gm12114
ENSMUSG00000051768,0.32931327096406837,0.0,0.0,0.3186265034479675,0.3399163299504335,Xrcc1
ENSMUSG00000034463,0.32907133559193313,0.0,0.0,0.31838268975460815,0.3396763194547216,Scara3
ENSMUSG00000026834,0.3289951064065932,0.0,0.0,0.31830586903932934,0.33960069647479574,Acvr1c
ENSMUSG00000074909,0.3284719541674238,0.0,0.0,0.3177786609851567,0.339081700854938,Ranbp6
ENSMUSG00000039958,0.32825454789870034,0.0,0.0,0.3175595711870433,0.33886602005207345,Etfbkmt
ENSMUSG00000074364,0.32810074204260264,0.0,0.0,0.31740457499387237,0.33871343421737904,Ehd2
ENSMUSG00000020706,0.32804245531232984,0.0,0.0,0.31734583731920485,0.33865560968423325,Ftsj3
ENSMUSG00000031652,0.3279448859937636,0.0,0.0,0.31724751332404866,0.33855881388308195,N4bp1
ENSMUSG00000067001,0.3278907928538196,0.0,0.0,0.3171930018850101,0.33850514949002397,Serpinb7
ENSMUSG00000096947,0.32782406565356426,0.0,0.0,0.31712575878459137,0.33843895108018335,Gm26723
ENSMUSG00000030513,0.32761066106928133,0.0,0.0,0.31691070498866286,0.33822723694945245,Pcsk6
ENSMUSG00000033557,0.3274999827695084,0.0,0.0,0.31679917178935185,0.33811743494861285,Fam20b
